placeId,TPM,TPD
1,114709,862
2,113497,8844
3,113228,15602
4,114885,31357
5,113041,11862
6,113277,949
7,114319,11860
8,112302,45325
9,114576,9091
10,113189,710
11,112346,9087
12,112896,12110
13,112453,21032
14,113987,10858
15,112760,1408
16,112641,524
17,114388,4584
18,113101,5
19,112281,9273
20,113845,11517
21,113161,8012
22,112722,1710
23,112401,9691
24,114168,12665
25,113627,451
26,114057,16420
27,114011,9263
28,114117,17015
29,112682,902
30,115012,37557
31,112792,9909
32,114746,63
34,112431,9598
35,112637,47018
36,112818,687
37,112286,139405
38,113442,33689
39,112697,9603
40,112749,34615
41,114279,31174
42,112819,11443
43,114272,35196
44,113855,9312
45,114681,577
46,113347,11861
47,114369,807
48,114148,10530
49,114916,8391
50,114814,629
52,113819,11448
53,110299,49133
54,112499,26441
55,113158,97406
57,113321,9089
58,110877,11010
59,112714,99040
60,113419,11359
61,116260,17182
62,113862,2054
63,116126,10607
64,118002,19760
65,115683,9536
66,116839,11525
68,113149,4482
69,113118,10634
70,116367,755
71,113010,11859
72,113537,28387
73,113828,48750
74,115644,20927
76,114367,9102
77,113973,124626
78,112744,27526
79,116731,9623
80,112445,46785
81,114660,400
82,112379,880
83,114039,146599
84,113612,188588
85,112365,8447
86,118158,10534
87,116151,17414
88,115697,13997
89,113972,2086
92,117002,9095
93,114825,12158
94,115639,9283
95,115759,9208
96,113403,40154
97,113247,406
98,111173,45549
99,113283,63076
100,115907,11062
101,115734,13685
102,117102,47475
103,118040,2045
104,116483,9614
105,112579,688
107,117110,10874
108,112646,89333
110,112573,197
111,75314,103
112,113326,33542
113,115645,43566
114,113774,71754
116,112373,51352
117,115033,16934
118,116606,10324
119,114536,78406
121,106473,32119
122,103859,11066
123,109424,11104
124,114808,37975
125,116324,2074
126,110647,27793
129,114131,110972
130,112364,32622
131,113107,73067
132,113451,11863
135,116130,9101
137,113756,5757
140,118055,9302
141,115685,11000
144,112585,16388
145,112442,9737
146,112342,30765
147,112461,10474
148,112427,22279
149,109093,30157
150,112384,568
151,114287,11780
152,112288,34996
153,112462,414
154,61395,649
155,112495,1873
156,112541,5894
157,109370,1775
158,112642,8839
159,112688,20649
160,112715,10329
161,112740,8963
162,109508,26564
163,112851,8068
164,112857,8512
165,112864,1572
166,112887,13552
167,113044,259209
168,113071,6520
169,113114,9073
170,113243,10428
171,113464,17447
172,113481,9886
173,113492,9482
174,113500,19326
175,113540,9344
176,113677,9071
177,113690,8973
178,107447,15730
179,113729,47608
180,113749,2293
181,113820,9070
183,110604,48787
184,110620,34574
185,113957,1642
186,113986,11472
187,114095,36196
188,114194,11980
189,114241,58372
190,114323,32646
191,114345,10533
193,114436,10802
194,114478,10149
195,114496,18402
196,114508,9348
198,114558,281
199,58450,5967
200,114666,79593
201,114663,47939
202,114702,36834
203,114682,9090
204,114781,3512
205,114798,52856
206,114805,77350
207,114887,9560
208,114898,9804
209,114928,31611
211,109340,49805
213,111579,50797
214,110882,19155
215,112471,76
216,112508,11017
217,112438,37141
218,112571,9382
219,112757,6715
220,112643,18256
222,112679,22625
223,109445,2292
224,112883,1909
225,109635,8984
227,109676,4954
228,112854,62488
229,109579,10531
230,109642,11929
231,109686,8467
232,111797,10451
233,109759,20156
234,109758,18395
235,109707,522
236,113117,397
237,113097,10525
238,113028,27985
239,113198,15789
240,113303,27303
241,113089,21183
242,109771,10954
243,113199,47867
244,113234,43475
245,109906,72031
246,110057,14275
247,110005,1024
248,110066,17207
249,110116,13701
250,110006,14819
251,113360,32631
252,110099,11777
253,110148,628
254,113463,87729
255,110189,18713
256,110216,6280
257,113501,9061
258,113538,37108
259,113552,6071
260,76759,11
261,110367,9587
262,113670,19101
263,110296,49980
264,109731,17961
265,103994,18183
266,110322,4476
267,110443,11008
268,110365,47504
269,107566,32325
270,110391,43742
271,113691,28313
272,110428,11318
273,109836,3036
274,113755,40490
275,110538,24070
276,110516,8986
277,110527,10510
278,113808,17402
279,113896,38722
280,113870,8438
281,110684,11593
282,110638,1945
283,113967,39310
285,106402,56428
287,110671,131957
288,110632,241
289,110737,9058
290,110729,527
291,114151,18220
292,114069,6950
293,110413,101
294,114113,63020
295,114210,2307
296,110912,680
299,110889,40156
300,110932,11450
301,114129,30304
302,110963,10452
303,114214,12106
304,114296,161495
305,110907,3586
306,111495,110
307,108394,108
308,111507,109
309,110769,159185
312,114571,28033
313,111333,22586
314,111112,14334
315,111255,2636
316,111282,2164
317,111070,11395
318,111161,278
319,111149,9905
320,108260,87078
321,106966,12527
322,114594,20306
324,111309,36614
325,113936,27993
326,110081,31439
327,114614,9067
328,114608,9059
329,111280,193
330,114609,25066
331,111454,46797
332,114852,12122
333,114694,11381
334,111590,32636
335,114788,36141
336,114888,95963
337,108550,1587
338,114857,9271
339,114924,2064
340,111667,19855
341,109655,60855
342,110598,236
343,112435,48287
344,109040,3049
345,109045,2759
346,106339,12635
347,104779,10497
348,109348,11382
349,109444,9331
350,109446,10731
351,109484,10464
352,109504,34152
353,109506,9495
354,109450,29973
355,109813,888
356,109830,13
357,109831,712
358,113305,16295
360,110093,10879
361,110167,10660
362,110213,10714
363,107472,41647
364,110357,8587
365,107426,1689
366,111686,11596
367,110475,854
368,110478,9359
369,110588,23333
370,110622,36593
371,110771,12280
372,110950,2788
373,105226,10427
374,110989,11011
375,111054,49803
376,110997,8987
377,111257,1637
378,111256,15128
379,111438,8831
380,111503,36955
381,111693,10449
382,111742,10395
383,111756,12160
384,112443,40480
387,110399,26352
388,112570,39953
389,109454,41580
390,59170,315
391,110186,22067
392,108069,18242
393,111301,11667
401,113827,226229
405,110027,8011
407,113409,2654
408,109021,18069
409,109035,19092
410,106220,2758
412,106226,10436
413,109068,13595
414,109067,46094
415,106292,9409
416,109198,11853
417,109219,16771
418,106379,46924
419,106400,11041
420,109254,306
421,109279,14522
422,109297,26203
423,109303,178
424,109305,19819
425,109306,57834
426,106452,4722
427,106471,18215
428,106489,1607
429,109361,26391
431,106519,6075
432,109439,11310
433,109443,18658
434,106582,9350
435,106598,9612
436,109456,2124
437,109480,26261
438,109493,19176
439,106660,49299
440,106673,11566
441,106677,9571
442,106697,9739
443,109729,24257
444,106834,34444
445,106873,26141
446,106332,10997
447,109783,50463
448,106881,10443
449,106880,20239
450,111732,16297
451,106926,18551
452,111712,25440
453,106941,9024
454,106918,37233
455,106965,1634
456,109842,13815
457,106977,5503
458,107004,35588
459,109890,2087
460,109891,41579
461,109913,18620
463,107057,4916
464,107076,2019
465,107096,31642
466,107144,9255
467,113674,26271
468,112966,10612
469,107151,2259
470,110064,16097
471,110074,11934
472,110097,106143
473,110123,12475
474,107206,9386
475,107207,7984
476,110137,59930
477,108551,15765
479,107286,6
480,107290,329
481,107302,10909
482,110265,507
483,107322,34024
484,110305,29918
485,107362,9593
486,107413,42580
487,110353,22317
488,107468,1413
489,107478,12121
490,107497,2246
491,107501,10502
492,107507,10440
493,107554,9516
494,116253,2320
495,74102,5879
496,111689,83718
497,107616,11971
498,107611,2625
499,107613,31911
500,107614,788
501,107653,21450
502,110657,11231
504,110678,10447
505,110687,31586
506,107756,9300
507,107808,9559
508,107818,9800
509,107822,713
510,107840,8291
511,107889,18133
512,111003,25557
513,110939,22588
514,110955,10872
515,107943,1245
516,110971,11858
517,107969,7007
518,111001,10467
519,107978,5550
520,107977,8005
521,107983,2088
522,105275,10412
523,108000,47889
524,108002,14534
526,105032,41878
527,108052,424
528,111094,35233
529,108065,14291
531,108071,11236
532,111127,11592
533,111143,8850
534,108101,10445
535,108122,695
536,111194,43535
537,111201,12519
538,108149,23210
539,108160,858
540,108162,867
541,83658,78
542,108186,13203
543,108174,10442
544,108238,11074
546,108255,9607
547,111323,17585
548,111400,9057
549,108328,20967
550,111418,10635
551,107688,9479
552,108333,10057
553,108358,11969
554,111488,41590
555,108399,319
556,108515,26408
558,110763,15139
559,107779,161158
561,110259,85247
562,114906,11446
563,107002,51980
564,109403,24405
565,104029,11655
567,107315,8223
568,106408,14587
569,110363,31504
571,111709,53185
573,107225,23637
574,111252,17600
575,110366,10897
577,109120,21352
580,110892,37345
581,112651,32562
582,107642,47507
585,112572,9066
586,99785,771
587,99653,251
588,103639,812
589,103064,280
590,99348,581
592,96895,268
593,102926,274
594,29583,408
595,101414,10020
596,32910,10895
597,100405,114
599,65214,576
600,110395,15477
603,112606,30528
605,117247,7300
606,112625,10824
608,116282,275
609,116552,25059
610,82509,11827
611,116514,8766
612,117283,23570
613,116684,47333
614,110374,54850
615,70506,51242
616,65421,10112
617,113083,4307
619,116165,32308
620,102855,88893
621,107471,52873
626,117891,28121
627,113613,12520
628,117381,1592
630,115837,36447
631,115509,19042
632,114671,38884
633,112844,47449
635,116275,41852
637,117608,9099
638,113448,2021
639,116414,61752
640,116095,10988
647,115956,10684
648,117060,954
650,117071,18989
651,117788,10801
653,116136,8840
656,116168,11107
659,54189,10363
661,116683,10539
662,116287,10543
663,116768,18414
664,116269,47502
665,114787,11902
667,112536,25087
668,48473,5801
670,52572,896
671,117128,3065
673,117705,2300
674,62711,8069
678,108181,27768
679,114307,221917
680,58898,8072
681,82206,35797
685,113443,33245
687,109491,124460
688,114048,27281
690,111613,105045
691,117104,40001
692,117688,29621
694,117774,20762
695,114736,37144
696,112604,48260
697,116289,12656
698,109593,38867
700,112368,25969
702,62952,753
703,115742,43634
704,117420,9103
705,115951,90214
707,117107,10990
708,117979,8866
709,95776,12233
710,115851,23449
711,116322,36355
714,112817,922
715,113362,11876
718,108500,11687
719,117108,9304
720,118114,
721,114103,
722,113270,73183
724,115963,9100
725,116448,20759
726,116827,46063
728,112701,32513
731,116508,36915
733,117500,9802
735,109592,21588
736,117998,664
737,115624,11867
741,113568,9323
742,117894,10280
743,117723,10535
745,112691,532
746,40366,26744
747,117768,16299
748,115571,10547
750,57012,935
753,113849,41007
754,113188,35645
755,42644,110465
756,109381,255546
757,109688,40751
759,110480,85778
760,108211,11101
761,117331,9826
762,117765,9879
764,113280,22621
765,116669,7095
766,116594,26890
767,113211,46732
769,116992,
775,63715,41225
778,117951,627
779,118523,32872
780,116629,602
781,117737,14553
782,116277,9566
783,116583,10545
784,115798,9894
785,116778,11543
786,116213,9268
787,113147,52059
788,117218,9327
793,106810,124306
798,116040,11228
799,116365,10779
800,116905,26748
801,116493,38223
802,117333,9294
803,118113,49963
804,117628,11363
805,117913,1645
806,115530,31546
808,115493,36344
809,116320,18550
810,116756,11511
813,116823,34170
816,117999,124645
818,118073,12606
820,49521,35206
824,110246,12632
828,115472,18975
829,116707,11962
830,116313,2925
831,114550,28628
832,117438,3595
833,116531,9308
834,117332,92381
835,116353,18555
836,115857,12123
837,117008,10830
838,116191,3573
839,115986,10546
840,116571,18862
841,53459,31417
842,117826,9431
844,108227,297645
845,111424,48144
846,113080,46986
848,117718,47907
849,116225,10061
850,112767,36266
851,115632,549
852,117918,10478
854,51980,116690
858,68646,238
861,104558,11134
864,114936,132641
865,114474,42758
866,115736,9303
867,115836,23945
869,116745,22479
870,119214,9054
872,109066,11985
875,110693,410921
876,106544,38955
879,120004,11015
880,116654,9306
881,116311,12559
882,117965,58770
885,115725,3587
886,115783,10723
888,113596,19004
889,109001,101230
891,113253,10987
892,117991,44705
893,117093,20318
896,111019,26933
897,35896,27854
898,32904,981
899,45152,872
900,43278,2769
901,50419,13320
902,54698,164
903,52357,426
904,47396,567
905,25316,3078
906,36855,13528
907,25164,28288
908,53125,213
909,53604,284
910,53291,239
911,56923,4808
912,34583,289
913,33870,963
914,58385,11113
915,47437,6620
916,46250,804
917,31580,26531
918,37059,909
919,32138,630
920,31381,770
921,84370,31044
922,43014,599
923,33467,15
924,62622,62
926,42192,705
927,32143,22490
928,32976,223
929,32484,25670
930,38787,303
931,38109,4174
932,50105,8356
933,48728,381
934,42451,20758
935,45537,29376
936,31725,1859
937,50658,18299
938,51658,17281
939,52126,64382
940,29843,10907
941,32762,32093
942,37008,1939
943,39420,22292
944,29162,3598
945,27125,3080
946,35446,198
947,28010,13562
948,49261,1712
949,48028,220
950,25878,3529
951,32599,3085
952,48960,2897
953,38650,1585
954,31679,3083
955,29947,900
956,34012,43795
957,17350,85638
960,38300,22688
961,27893,23114
962,32022,26378
963,41509,40206
964,39152,22356
965,26029,260
966,38235,43488
968,63350,10331
969,43265,488
970,46414,22733
971,51459,261
972,47162,57575
973,33891,32574
976,22879,22649
980,93229,39448
981,118927,52855
982,48491,39940
984,117357,85328
986,116329,11076
987,118742,63945
988,116442,58985
990,117011,10861
991,117039,1770
992,117473,44465
994,115678,18203
996,116830,9333
997,115847,47260
998,117603,9400
999,115438,9401
1003,116259,11306
1004,116421,9625
1005,116000,10680
1006,115862,6346
1007,72653,18660
1008,47977,35115
1009,72951,14821
1010,64603,14136
1011,71607,10869
1012,50798,22660
1013,55277,19186
1014,54195,31102
1015,107131,6878
1016,53271,15944
1017,54357,18444
1018,59793,20723
1019,46672,173
1020,106611,864
1021,109127,24795
1022,42332,11224
1023,63819,81310
1024,38166,15947
1025,57546,9078
1026,41890,29682
1027,102798,8367
1028,58331,433
1029,33563,11360
1030,76538,11114
1031,66817,12335
1032,43274,12092
1033,82406,10948
1034,116361,11229
1035,59742,15121
1036,95016,562
1037,104692,10163
1040,117582,47199
1041,117589,11159
1042,117887,9591
1043,117924,30500
1044,117791,41843
1046,115640,10938
1047,116908,11412
1049,116409,10586
1050,116913,42314
1051,117958,27845
1053,117202,23223
1054,116404,49471
1055,120107,38153
1056,116722,25147
1057,116242,9716
1059,117509,454
1060,117802,10218
1061,117665,819
1063,116714,56830
1064,115491,11238
1066,29546,31530
1067,28757,66473
1068,39286,28120
1069,37101,1834
1073,67992,252
1076,55018,16372
1077,70707,11561
1078,66808,11302
1079,95159,623
1080,79470,583
1081,84865,12614
1082,68334,21711
1083,59243,11575
1084,61418,475
1085,52027,11331
1086,46912,521
1087,113731,21202
1088,92890,88
1089,105236,500
1090,91763,792
1091,98627,8491
1092,103772,402
1093,101761,10537
1094,104036,11386
1095,104348,9504
1096,84707,15764
1097,83866,601
1099,29992,25842
1100,99371,2119
1101,92099,744
1103,48545,221
1104,44081,702
1105,115885,25750
1111,117040,9305
1112,117284,37616
1113,115580,11112
1114,116378,21612
1120,117318,1630
1123,117320,124837
1124,82846,11816
1125,72081,11843
1126,101775,10379
1127,96754,2756
1128,80749,790
1129,82340,1103
1130,82533,11298
1131,91288,4480
1132,91480,4481
1133,111357,
1135,81375,10765
1136,71853,762
1137,116587,44497
1145,117677,79306
1147,118147,10548
1148,108598,531
1150,84589,4483
1151,109781,18919
1152,40427,31556
1153,40723,26167
1154,39881,26174
1161,78875,659
1162,69198,30892
1163,110521,86369
1164,60304,8074
1165,115715,124676
1167,116059,38554
1168,115610,49763
1169,99028,41326
1171,103850,10608
1172,95765,11216
1173,97108,7452
1174,109942,64567
1175,101700,892
1176,101765,1600
1177,101811,26561
1178,50825,975
1179,99703,18129
1180,102014,54405
1181,120121,150823
1183,116209,409
1184,102426,38251
1185,97937,10161
1186,98724,1412
1187,105107,41768
1188,105488,10409
1189,96257,14285
1190,101026,2469
1191,102370,10174
1192,100332,31225
1193,73486,510
1194,78446,11455
1196,80684,1891
1197,93779,2493
1198,82971,85
1199,88846,68
1200,90605,679
1201,60196,429
1202,94336,13446
1203,50083,389
1204,56172,947
1206,66921,185
1207,56592,595
1208,78788,28
1209,64116,335
1210,86190,1892
1211,93191,144
1212,41959,1092
1213,99685,769
1214,78748,348
1215,106308,766
1216,95250,175
1217,89881,11645
1218,97202,10835
1219,54215,539
1220,80455,525
1221,71562,240
1222,93058,600
1223,104361,530
1224,97499,10705
1225,86879,279
1226,45061,3109
1227,87843,311
1228,81398,1578
1230,75686,703
1231,86197,9549
1232,79944,1398
1233,82096,387
1234,70735,9277
1235,67185,343
1236,103130,37291
1237,50976,490
1238,85859,11235
1240,88247,218
1241,103873,763
1242,97441,9665
1243,100519,18971
1244,79522,696
1245,100150,379
1246,97165,207
1247,61722,37247
1248,52311,1480
1249,100263,9322
1250,50212,826
1251,56801,422
1252,71315,829
1253,43456,828
1254,40897,3090
1255,92610,9964
1256,23969,3063
1257,88794,13667
1258,81505,694
1259,92005,235
1260,22100,832
1261,92991,765
1262,57115,5925
1263,77416,11778
1264,82269,4485
1265,107048,137
1266,105695,33
1267,56218,982
1268,100436,8428
1269,36613,212
1270,88763,105
1271,101921,1633
1272,66206,11202
1273,90967,1554
1274,94625,149
1275,91203,8009
1276,61512,903
1277,99334,11673
1278,72431,3034
1279,102536,339
1280,101640,10404
1281,32553,914
1282,32455,756
1283,44706,288
1284,38355,910
1285,97493,2640
1286,81534,16633
1287,52618,665
1288,88258,11031
1289,85809,11314
1290,94006,15143
1291,97576,89
1292,78841,10322
1293,83987,783
1295,96332,10644
1296,91867,11257
1297,89886,14370
1298,84503,12104
1299,87553,625
1300,89606,8816
1301,49223,830
1302,97351,2323
1303,73341,983
1304,64115,642
1305,87884,655
1306,101458,10341
1307,98635,639
1310,116589,30180
1311,117550,31388
1312,116293,41801
1317,116601,61536
1320,103644,8077
1321,82010,814
1322,103678,41671
1323,85159,27214
1324,115535,52263
1325,106262,33519
1326,83550,16235
1327,78767,11449
1328,99030,41848
1329,71233,25944
1330,90655,24913
1331,75704,49126
1332,92632,32076
1333,56869,571
1334,51418,8851
1335,82083,37843
1336,101492,32146
1337,37549,30346
1339,103874,6114
1340,26138,229
1341,74258,13549
1342,103919,9529
1343,101540,1598
1344,55824,11349
1345,74285,7340
1346,83722,6217
1347,87800,377
1348,13442,653
1349,91651,28198
1350,75005,794
1351,115710,31640
1352,115495,8744
1353,117057,25189
1354,115751,145
1355,119791,2212
1356,117731,199
1357,117631,7863
1358,117666,12498
1359,116705,9279
1361,117293,17204
1363,117372,21539
1365,117477,12709
1366,115988,20539
1367,115433,11674
1369,110171,64900
1370,99423,1573
1371,79945,152
1372,102975,174
1373,98382,172
1374,84726,154
1375,88170,157
1376,92007,168
1377,103776,364
1378,96487,11967
1379,100994,9086
1380,77631,621
1381,84021,9037
1382,100114,10173
1384,117773,168535
1385,105690,8845
1387,73195,578
1388,77766,579
1389,85750,17692
1390,117119,17795
1391,116996,75
1392,115906,13891
1393,116695,9390
1394,93822,378
1395,94155,10896
1396,105435,2322
1397,115633,41240
1398,116621,26949
1399,116999,9819
1401,116410,31908
1404,119783,46027
1405,115641,3179
1406,112769,1802
1407,117571,4232
1408,104691,9361
1409,117038,2928
1410,116240,30285
1411,116477,10549
1413,118163,18451
1414,117091,27265
1415,118100,49935
1416,116250,8818
1417,117364,36758
1419,67959,36040
1420,117028,74239
1422,119731,9415
1423,116506,55146
1425,119115,12145
1427,120390,34314
1428,112362,2892
1429,116704,9404
1430,120414,85242
1431,118708,9622
1432,119664,8860
1433,110425,197537
1437,106535,14832
1438,118928,9619
1440,106266,31000
1441,106387,4104
1442,119937,26306
1444,109949,43775
1445,119640,14908
1446,116790,784
1447,119225,12489
1449,118111,16448
1450,116754,55936
1453,118691,17894
1454,120238,28059
1455,116565,58911
1456,119887,17949
1457,119141,1968
1458,120357,61563
1459,118548,66
1460,120317,20735
1461,120434,11419
1463,120318,25796
1464,116922,638
1465,120036,25624
1466,119008,9366
1468,118750,21915
1472,118859,18420
1473,118702,19952
1474,119432,9446
1475,116743,28005
1476,119951,9403
1479,120053,10003
1480,120152,9311
1482,118064,11844
1483,115964,884
1484,116041,49806
1485,119528,1624
1487,120094,16052
1488,118972,4477
1489,118829,24662
1490,118663,18423
1493,116931,76996
1495,120389,6499
1497,119013,9405
1498,119381,12723
1499,118615,9360
1500,119229,9434
1501,116762,118991
1502,116783,21626
1503,118541,13982
1504,113314,93946
1507,119859,77223
1508,120366,31465
1513,120032,9611
1515,120461,10357
1516,115886,9977
1517,118655,816
1518,118771,2163
1523,120383,31017
1525,120479,49478
1526,119109,12499
1527,119116,18
1529,119809,1811
1531,116920,109614
1532,120190,60082
1535,119578,64802
1537,117615,11239
1539,120394,15321
1541,118556,2058
1542,115744,9450
1543,118964,125021
1544,119567,330
1545,117359,38523
1546,117561,16375
1549,114303,45671
1550,120373,17770
1552,118880,1701
1554,114134,26422
1555,112951,124642
1556,120179,1639
1562,118688,415
1563,119019,47686
1564,120034,65889
1566,119282,11970
1569,119738,8874
1570,105569,17991
1571,115856,11956
1572,57345,266
1573,119094,754
1575,116384,43771
1580,119654,607
1581,119848,18080
1582,120512,38225
1583,120133,17834
1584,118884,686
1586,119173,4421
1587,82198,9387
1588,119190,10603
1589,118887,2142
1590,119081,8413
1591,120177,10336
1592,118570,20737
1593,119896,9413
1594,119361,14585
1595,119152,18519
1596,118818,49462
1597,118883,8834
1598,118966,9458
1599,120207,8854
1600,120112,38295
1601,119311,22073
1602,119509,37244
1603,119675,4961
1604,119695,9416
1605,119086,26180
1606,119484,17832
1608,118571,9772
1609,118531,6072
1610,99810,1669
1611,102494,468
1612,119465,32519
1613,120197,108401
1614,119360,10806
1615,119051,9433
1616,119874,6623
1617,119488,2118
1619,120102,978
1620,119468,9437
1621,120169,29461
1623,120524,10351
1624,120323,66588
1625,119174,2649
1626,119123,14289
1627,120399,10155
1629,119632,20457
1631,118647,18355
1632,120151,33657
1633,120402,55306
1635,119349,68924
1636,120192,36434
1639,118842,2255
1640,119326,28353
1641,119164,9427
1642,116631,172545
1643,119280,17589
1644,119345,3597
1645,118971,1813
1646,120029,36797
1647,119906,12628
1648,119324,33344
1649,119107,25099
1652,120539,62422
1653,119177,782
1654,119095,29911
1655,119891,9827
1657,120529,251481
1658,119535,8067
1660,119080,45153
1661,119210,10871
1663,83131,10890
1665,118689,1281
1667,119592,9770
1668,119832,12616
1669,120275,34838
1670,120490,14905
1671,119527,14583
1672,119978,11975
1673,118749,4995
1674,90329,9281
1676,120201,563
1678,107282,19931
1680,120148,10215
1681,119707,9823
1682,120382,37165
1683,120520,45609
1684,119723,38904
1686,119994,9407
1687,119395,4824
1688,118617,9444
1689,120483,9414
1690,118583,8078
1692,112318,29938
1693,118607,11831
1694,118632,2895
1696,118698,19601
1699,118804,22797
1701,118954,2639
1702,119137,9574
1703,119142,10371
1704,119217,489
1707,119303,9714
1711,119668,8197
1713,119715,6283
1715,119819,49728
1717,120082,4233
1719,120255,10217
1721,120338,597
1722,120347,714
1726,119925,9922
1727,119314,547
1728,120521,25994
1729,119396,184
